age,job,marital,education,balance,housing,loan,contact,duration,campaign,poutcome,y,cluster_id_hierarchical
30,0,1,1,11,1,0,0,157,1,3,0,5
47,1,0,1,-535,1,0,0,71,2,3,0,5
41,7,0,1,787,1,0,0,297,2,3,0,5
36,4,2,2,3343,0,0,0,307,1,3,0,6
63,2,1,1,3904,0,0,1,250,2,2,1,2
23,4,2,2,736,1,0,0,119,1,3,0,5
32,4,1,2,1390,0,0,0,116,2,3,0,6
57,5,1,0,808,0,0,1,274,1,3,0,6
48,4,1,2,1147,0,0,0,389,1,2,1,2
49,7,1,1,1122,0,0,0,143,1,3,0,6
50,9,1,1,-568,1,1,2,860,2,3,0,3
33,1,1,0,1165,1,0,2,420,2,3,0,5
53,7,0,1,-905,1,0,2,213,1,3,0,5
30,10,1,2,0,1,0,0,756,1,3,0,5
38,9,1,1,740,0,0,0,259,3,3,0,6
44,4,1,1,8262,1,0,0,201,16,3,0,5
39,0,2,1,14,1,1,2,19,9,3,0,3
45,9,2,3,7108,1,1,0,53,1,0,0,3
36,1,1,1,1049,1,0,0,224,4,3,1,7
38,1,1,1,0,1,0,0,57,5,1,0,5
36,3,1,1,419,1,0,2,251,1,3,0,5
30,4,2,2,726,1,0,0,39,1,0,0,5
28,9,0,2,594,1,1,2,54,3,3,0,3
26,10,1,2,454,1,1,2,28,18,3,0,3
54,11,1,1,2206,0,0,0,104,1,1,1,2
38,0,1,2,1988,0,0,0,164,2,0,1,2
32,9,2,2,0,0,0,0,268,2,3,0,6
50,0,0,1,202,0,1,0,148,1,3,0,4
43,1,1,1,667,1,0,2,228,3,3,0,5
48,0,1,1,112,0,0,0,139,5,3,0,6
57,3,1,0,50,0,0,0,89,3,3,0,6
64,3,1,0,768,0,0,0,250,2,2,0,6
26,7,0,1,74,1,0,2,106,6,3,0,5
33,1,1,1,661,1,0,0,968,1,3,1,7
50,6,1,1,3025,0,1,0,168,3,3,0,4
47,6,1,2,751,0,0,0,408,14,3,0,6
39,4,2,2,416,0,0,0,56,4,3,0,6
52,7,1,0,14,0,1,0,55,5,3,0,4
31,1,2,0,-502,1,0,2,76,4,3,0,5
50,1,1,0,0,0,0,0,72,5,3,0,6
47,9,1,1,599,1,0,0,99,3,3,0,5
30,4,2,2,-218,1,0,0,13,15,3,0,5
32,9,2,2,1012,0,0,0,178,1,3,0,6
36,9,1,1,300,0,0,2,287,1,3,0,6
46,9,1,2,217,1,0,0,141,1,1,0,5
45,4,0,2,2096,0,0,0,127,1,0,0,6
37,9,2,1,0,0,0,0,69,2,3,0,6
58,3,1,0,5278,1,0,2,763,4,3,0,5
59,4,1,2,1831,0,0,0,122,1,0,0,6
28,4,1,2,1480,1,0,0,143,1,3,0,5
48,4,1,2,7289,1,0,0,316,3,3,0,5
55,1,1,3,1665,0,0,1,89,2,3,0,6
37,1,2,0,851,1,0,0,151,1,0,0,5
41,4,1,2,2885,0,0,0,40,1,3,0,6
35,1,1,1,137,0,1,2,5,1,0,0,4
34,1,2,1,1239,1,0,0,90,1,3,0,5
43,4,2,2,146,0,0,0,50,1,1,0,6
59,9,1,1,1,0,0,0,159,2,0,1,2
50,1,0,0,-10,0,1,0,369,6,3,0,4
37,9,1,1,480,0,0,0,344,2,1,1,2
35,9,1,1,2789,1,0,0,256,2,0,0,5
50,9,2,1,3897,0,0,0,298,1,3,0,6
36,9,0,1,487,0,1,0,268,3,3,0,4
41,0,1,1,5110,1,0,0,231,1,3,0,5
28,4,1,2,318,1,0,2,4,4,3,0,5
42,9,2,2,-411,1,0,0,78,5,0,0,5
60,5,1,1,4820,0,0,2,419,1,3,0,6
28,4,2,2,4937,1,0,1,421,3,3,0,5
48,2,1,1,725,0,1,0,105,1,3,0,4
51,2,1,2,5403,0,0,2,42,1,3,0,6
32,9,1,2,4089,0,0,0,114,7,0,0,6
35,9,1,2,188,0,0,0,286,2,3,0,6
37,9,1,3,189,0,0,0,238,1,2,1,2
38,1,0,1,2998,1,0,2,91,1,3,0,5
77,5,1,1,610,0,0,0,766,3,3,0,6
32,4,2,3,787,0,0,0,92,1,3,0,6
43,9,0,1,167,0,0,0,211,3,3,0,6
36,4,2,2,243,1,0,0,160,2,0,0,5
29,4,1,2,877,0,0,0,166,3,3,0,6
32,0,2,1,2817,1,0,0,195,1,3,0,5
41,4,0,2,4567,1,1,0,106,1,3,0,3
26,7,2,1,127,1,1,0,85,3,3,0,3
34,1,1,0,176,0,0,0,78,1,3,0,6
57,5,1,2,0,1,1,2,648,1,3,1,8
36,7,2,1,1482,1,0,0,177,2,1,0,5
42,1,1,1,3052,1,0,2,32,1,3,0,5
35,9,0,1,56,0,0,0,24,12,3,0,6
52,2,0,0,278,1,0,2,688,2,3,0,5
36,4,2,2,3875,1,0,2,21,5,3,0,5
46,9,1,1,-337,1,0,2,112,1,3,0,5
60,4,0,2,366,0,0,0,593,1,3,1,2
57,3,1,0,501,1,1,0,59,2,3,0,3
48,4,1,2,998,1,0,0,121,3,3,0,5
59,6,1,0,0,1,0,1,97,2,3,0,5
39,4,1,2,246,0,0,0,86,2,3,0,6
44,1,1,1,-182,1,1,0,10,10,3,0,3
27,4,2,2,446,0,0,0,205,3,3,0,6
59,5,1,1,1173,0,0,2,77,2,3,0,6
36,9,0,1,5957,1,0,0,138,2,3,0,5
44,0,1,1,205,0,0,0,289,1,3,1,2
50,0,1,1,0,0,0,0,86,4,3,0,6
41,4,0,2,369,1,0,1,9,3,3,0,5
47,0,1,1,1934,0,1,0,225,1,0,0,4
32,9,2,2,259,0,0,0,407,4,3,0,6
38,1,1,1,284,1,1,2,1030,6,3,0,3
55,1,1,3,23,0,0,0,123,2,3,0,6
38,4,2,2,1373,0,0,0,119,4,3,0,6
31,4,2,2,62,1,0,0,175,1,0,0,5
38,1,0,1,157,0,0,2,299,5,3,0,6
29,10,2,2,991,0,0,0,563,1,3,0,6
55,7,1,1,186,1,1,2,241,1,3,0,3
35,10,1,1,977,1,0,0,52,4,1,0,5
40,6,2,2,2893,0,0,0,76,3,3,0,6
34,1,1,1,1897,1,1,0,441,1,3,0,3
32,9,2,2,5514,0,0,0,319,1,2,1,2
33,1,1,1,889,1,0,2,13,1,2,0,5
33,4,1,2,273,1,0,2,803,1,3,1,7
37,0,1,1,1193,0,0,0,396,2,3,0,6
58,4,1,2,2729,0,0,2,188,1,3,0,6
36,0,2,1,0,0,0,0,637,1,3,0,6
42,1,1,1,230,1,0,2,175,7,3,0,5
34,9,2,1,2729,1,0,0,945,1,2,0,5
35,4,1,2,317,1,0,2,162,3,3,0,5
60,3,1,0,517,0,0,2,1178,3,3,0,6
50,4,1,2,-470,1,0,0,506,2,0,0,5
28,6,2,2,4579,0,0,0,409,2,3,1,2
27,1,0,1,1,1,0,0,116,3,3,0,5
37,4,1,2,5106,0,0,0,244,1,3,1,2
31,9,1,2,636,1,0,0,352,4,3,1,7
34,7,1,1,1076,0,0,0,152,1,2,1,2
38,4,1,2,126,1,0,2,164,2,3,0,5
32,6,1,1,-33,1,0,2,234,3,3,0,5
37,9,1,1,430,0,0,0,154,4,3,0,6
33,0,1,1,-6,1,0,2,566,2,3,0,5
71,9,1,2,383,0,0,0,327,2,2,0,6
27,9,1,1,130,1,0,0,265,3,3,0,5
38,1,1,0,2569,0,0,2,172,1,3,0,6
34,9,2,1,201,0,0,0,257,2,3,0,6
54,5,0,2,0,0,0,2,618,1,3,1,2
30,1,1,1,6,1,0,0,241,3,3,0,5
35,2,2,1,475,0,1,0,936,4,3,0,4
33,1,2,1,706,1,0,0,329,1,0,0,5
36,4,1,1,1825,1,0,0,24,1,0,0,5
59,6,1,2,185,0,0,0,177,5,0,0,6
72,1,1,0,4415,0,0,1,120,1,3,0,6
64,4,1,2,679,0,0,1,135,3,3,0,6
53,9,0,1,320,0,0,0,175,1,3,0,6
35,4,2,2,2988,1,0,0,179,1,3,0,5
58,6,1,1,1407,1,0,2,58,1,3,0,5
40,9,1,1,1270,0,0,0,342,2,3,0,6
41,7,0,1,654,1,0,0,139,2,3,0,5
48,5,1,0,5173,1,0,2,88,8,3,0,5
44,2,1,2,3463,1,1,0,210,3,3,0,3
39,1,1,3,0,0,0,0,731,1,0,0,6
61,4,1,2,6016,0,0,0,670,3,3,1,2
36,2,1,0,177,1,0,2,63,5,3,0,5
28,4,1,2,3694,0,1,0,70,2,3,0,4
58,5,2,1,1640,0,1,0,72,6,0,0,4
60,0,0,1,174,1,0,0,241,1,0,0,5
66,0,2,1,10177,0,0,0,272,4,3,0,6
36,4,2,2,490,0,0,0,207,8,0,1,2
49,6,1,1,2576,1,0,0,64,6,3,0,5
40,7,1,1,0,0,0,2,543,2,3,0,6
23,9,2,1,598,0,0,0,166,1,3,0,6
29,4,2,2,15459,0,0,0,245,3,2,0,6
44,1,1,0,271,1,1,2,94,1,3,0,3
54,11,1,3,2508,0,0,2,34,8,3,0,6
47,1,1,0,320,0,0,1,203,2,3,0,6
33,0,1,2,640,0,0,0,318,1,3,0,6
30,6,1,1,1772,1,0,0,158,4,3,0,5
27,0,2,1,15,0,1,0,177,1,3,0,4
49,4,0,2,2370,1,1,2,56,1,1,0,3
27,7,2,1,201,1,0,2,172,2,3,0,5
51,1,1,1,160,1,0,0,136,1,0,0,5
32,0,0,1,5,1,1,0,82,3,1,0,3
30,1,2,1,75,1,0,2,123,1,3,0,5
33,0,1,1,4902,1,0,0,110,1,3,0,5
27,1,2,0,-79,1,0,2,385,5,3,0,5
75,5,0,1,1341,0,0,0,415,7,3,1,2
37,7,0,1,490,1,0,0,73,1,3,0,5
36,9,2,1,1521,1,0,2,243,2,3,0,5
37,1,1,1,131,1,0,2,137,2,3,0,5
35,4,1,2,8,1,0,2,55,4,3,0,5
32,7,1,1,-632,1,1,0,18,5,3,0,3
32,0,2,1,116,0,1,0,255,2,3,0,4
35,0,1,0,189,1,0,0,95,1,3,0,5
31,1,1,0,2,1,1,0,112,1,3,0,3
28,1,2,1,4229,1,1,0,205,2,3,0,3
27,7,1,1,54,1,0,0,97,1,0,0,5
22,8,2,3,549,0,0,0,154,1,3,0,6
35,1,1,0,298,1,0,0,135,2,0,0,5
69,5,1,0,579,0,0,0,230,1,3,0,6
37,2,2,2,1467,1,1,0,349,1,3,0,3
45,0,2,1,0,1,0,0,38,1,3,0,5
47,4,1,2,109,1,0,0,268,1,3,0,5
52,4,1,2,-11,1,0,0,94,4,3,0,5
33,7,1,1,90,1,0,0,263,2,3,0,5
60,1,1,0,493,0,0,0,671,4,3,1,2
33,4,0,1,1897,1,1,2,197,1,3,0,3
44,0,1,1,2403,1,0,0,180,2,3,0,5
38,2,1,1,868,0,0,0,452,2,3,0,6
54,2,1,1,653,1,0,2,352,1,3,0,5
32,10,0,0,0,0,0,0,175,4,3,0,6
33,9,1,1,0,1,1,0,163,2,3,0,3
55,7,0,1,218,1,0,2,200,2,3,0,5
51,1,1,0,5050,0,1,2,75,7,3,0,4
48,1,1,1,741,1,0,0,227,1,3,0,5
37,7,2,1,1050,1,0,0,586,3,3,0,5
33,7,2,1,-56,0,1,0,119,5,3,0,4
30,1,1,0,1,1,1,1,80,2,3,0,3
43,1,1,0,-98,1,1,0,112,2,1,0,3
49,9,1,1,4667,1,0,2,130,2,3,0,5
54,10,1,0,541,1,0,0,237,3,3,0,5
31,10,1,2,7744,0,0,0,377,8,3,0,6
54,11,1,3,895,0,0,0,335,1,3,1,2
36,10,1,1,-129,1,0,0,121,3,3,0,5
30,0,1,1,0,0,0,0,127,5,3,0,6
27,9,2,1,158,0,0,2,650,2,3,1,2
30,0,1,1,122,1,0,2,107,1,3,0,5
30,1,1,1,673,1,0,2,610,2,3,0,5
35,9,0,1,0,0,0,0,124,4,3,0,6
33,7,0,1,411,1,0,2,216,1,3,0,5
43,1,0,0,-97,1,1,0,747,4,3,0,3
41,1,1,1,-217,1,0,0,313,1,1,0,5
41,4,0,2,5037,0,0,0,252,9,1,1,2
46,0,0,1,2232,0,0,0,121,1,3,1,2
54,1,1,1,-932,1,0,2,799,1,3,0,5
32,4,1,2,913,1,0,0,883,1,0,0,5
30,9,2,2,236,1,0,2,197,1,3,0,5
40,2,1,0,0,1,0,0,271,2,3,0,5
30,1,1,0,2581,0,0,2,221,2,3,0,6
27,0,1,1,639,0,1,0,243,3,3,0,4
41,1,1,0,849,1,0,2,72,1,3,0,5
54,7,1,1,386,1,0,0,155,2,3,0,5
32,4,2,2,1218,1,0,1,70,2,3,0,5
31,4,1,2,2603,1,0,0,280,4,3,1,7
42,1,1,1,-921,1,0,2,115,2,3,0,5
48,0,1,0,607,0,0,2,29,2,3,0,6
34,1,1,0,79,1,0,0,406,2,3,0,5
55,9,0,1,61,1,1,0,113,3,3,0,3
49,9,1,1,1091,0,0,1,47,2,3,0,6
46,4,0,2,743,0,0,2,36,2,3,0,6
47,2,1,3,209,1,0,2,135,2,3,0,5
24,4,2,2,172,0,0,0,67,2,3,0,6
58,2,1,1,2,0,0,2,684,1,3,0,6
32,4,2,2,41,0,0,0,686,5,3,1,2
25,8,2,1,1116,1,0,0,170,3,3,0,5
49,1,1,1,-55,0,0,2,150,3,3,0,6
59,5,0,1,5845,0,0,0,1060,2,3,1,2
30,4,2,2,329,1,0,2,122,16,3,0,5
46,1,1,1,494,1,0,2,724,1,3,0,5
42,4,1,3,1519,0,0,0,230,1,2,1,2
37,2,1,2,2685,0,0,2,187,2,3,0,6
44,1,1,0,-14,1,1,2,179,4,3,0,3
49,7,1,1,5673,0,1,0,357,3,3,0,4
41,1,1,1,1459,0,0,2,82,1,3,0,6
48,9,1,2,0,0,0,1,176,15,3,0,6
31,4,1,1,625,1,0,0,424,1,0,0,5
37,8,1,3,0,0,0,2,115,1,3,0,6
51,7,1,1,867,1,0,0,177,2,0,0,5
80,5,1,1,8304,0,0,1,712,1,0,1,2
32,4,2,2,151,1,0,2,118,1,3,0,5
48,7,1,0,-583,1,0,2,25,7,3,0,5
49,1,1,2,1784,0,0,2,753,1,3,0,6
30,4,1,2,3134,1,0,0,124,1,3,0,5
27,6,2,1,49,1,0,0,208,2,3,0,5
34,9,1,1,-346,0,0,0,136,4,3,0,6
49,4,1,1,1623,1,0,0,1081,2,3,1,7
48,4,1,2,60,0,0,1,376,2,0,0,6
40,7,1,1,17,0,0,0,78,1,3,0,6
38,1,1,1,2008,1,0,0,354,1,3,0,5
46,1,1,0,91,1,0,0,29,1,0,0,5
41,2,1,2,171,1,0,0,209,1,0,0,5
28,4,2,2,1027,1,0,0,433,1,3,0,5
51,7,1,3,5801,1,0,2,147,2,3,0,5
33,1,0,0,142,1,0,1,41,2,0,0,5
26,4,2,2,205,0,0,2,111,1,3,0,6
34,0,2,1,852,0,0,0,108,2,3,0,6
27,1,1,1,-584,1,0,0,411,2,3,0,5
42,6,1,1,97,0,0,0,108,2,3,0,6
45,0,1,1,204,1,0,0,224,2,3,1,7
31,9,2,1,628,1,0,2,1083,2,3,0,5
32,4,2,2,311,0,0,2,757,2,3,1,2
39,1,1,0,1564,0,0,2,57,1,3,0,6
26,1,2,1,856,1,1,0,95,5,3,0,3
40,4,2,2,1509,0,0,0,144,2,0,0,6
52,7,1,1,-888,0,0,0,135,1,3,0,6
40,9,2,2,226,0,0,0,176,2,3,0,6
48,9,1,1,127,0,1,0,524,5,3,0,4
31,7,1,1,413,1,0,2,65,1,3,0,5
27,0,1,1,710,1,1,0,653,1,2,1,8
47,9,1,1,1233,1,0,2,91,1,1,1,7
28,4,2,1,171,0,0,0,93,1,3,1,2
40,4,0,2,69,1,0,0,503,2,0,0,5
34,0,1,1,1499,1,0,0,186,1,0,0,5
29,6,1,2,751,1,0,2,121,2,3,0,5
36,4,1,2,61,0,1,0,452,2,3,0,4
83,5,1,0,425,0,0,1,883,1,0,1,2
55,7,0,0,2923,1,0,2,104,2,3,0,5
43,4,0,2,99,0,0,0,24,3,3,0,6
23,8,2,1,1021,0,0,1,79,9,3,0,6
44,9,1,2,1146,0,0,0,178,2,3,0,6
58,1,1,0,781,1,0,0,74,2,3,0,5
29,0,2,1,1448,0,0,0,217,1,1,0,6
30,4,2,2,604,0,1,0,475,1,3,0,4
29,0,2,1,-194,1,0,0,127,1,3,0,5
41,9,1,1,0,0,0,0,101,1,3,0,6
35,3,1,0,0,1,0,0,340,3,3,0,5
31,9,2,1,1014,1,0,0,158,4,3,0,5
27,0,2,2,73,0,0,0,242,1,3,0,6
47,7,1,1,2597,1,0,2,323,1,3,0,5
53,6,1,2,2627,1,1,2,18,30,3,0,3
34,4,1,2,1906,1,0,0,68,3,3,0,5
34,1,1,0,-319,1,1,0,134,4,3,0,3
36,4,1,2,-296,1,0,0,113,3,3,0,5
40,9,1,1,169,1,0,0,43,4,3,0,5
37,6,2,2,556,0,0,2,200,2,3,0,6
65,5,0,3,300,0,0,0,245,2,3,0,6
53,9,0,1,751,1,0,2,343,4,3,0,5
28,9,2,1,126,0,0,0,229,1,3,0,6
33,9,0,2,-386,1,0,2,530,1,3,0,5
56,1,1,0,379,0,0,0,58,5,3,0,6
45,6,1,1,706,0,0,0,78,2,2,0,6
39,9,1,1,9121,0,0,2,147,1,3,0,6
28,4,2,2,1466,1,0,0,40,1,3,0,5
36,1,1,0,0,1,0,0,618,2,3,0,5
41,1,1,0,951,1,0,0,23,4,3,0,5
46,0,1,1,368,0,0,0,293,1,1,1,2
41,1,1,1,121,1,0,0,16,6,1,0,5
59,7,1,1,204,0,0,0,286,2,3,0,6
24,0,1,1,299,1,0,0,209,1,0,0,5
34,4,1,2,4170,1,0,2,935,1,3,0,5
40,1,1,0,-335,1,0,2,260,1,3,0,5
42,0,1,1,3165,1,0,2,298,4,3,0,5
50,7,1,1,254,1,0,0,397,2,0,0,5
25,4,2,2,553,1,0,0,113,4,0,0,5
51,7,0,1,518,1,0,1,76,1,3,0,5
50,4,1,2,85,0,1,0,141,1,3,0,4
37,1,1,3,603,1,0,2,773,2,3,0,5
21,7,2,1,361,0,0,1,329,1,1,0,6
52,1,1,1,-98,1,0,2,423,1,3,0,5
55,5,1,0,4424,0,0,0,67,4,3,0,6
26,9,2,1,2610,1,1,2,626,1,3,0,3
38,9,1,2,3234,0,0,0,578,2,3,1,2
32,1,1,1,687,1,0,2,61,1,3,0,5
31,1,1,1,631,1,0,2,248,4,3,0,5
34,9,2,1,341,0,1,0,136,1,0,0,4
33,9,2,2,316,0,0,0,126,3,3,0,6
35,9,1,1,2,0,0,1,653,3,3,0,6
44,4,1,3,415,1,0,1,7,7,3,0,5
48,4,0,2,507,1,0,0,528,1,3,0,5
29,1,1,1,912,1,0,0,785,1,3,0,5
50,4,1,2,0,0,0,0,243,5,3,0,6
37,1,1,0,37,1,0,0,24,2,1,0,5
44,0,2,1,2524,0,0,2,82,1,3,0,6
36,10,2,2,9019,1,0,2,952,3,3,0,5
49,1,0,3,39,1,0,0,27,5,3,0,5
31,1,1,1,0,1,0,2,143,1,3,0,5
49,9,0,1,265,1,0,2,274,6,3,0,5
35,1,2,1,0,1,0,0,1174,1,1,1,7
57,0,0,3,4012,0,0,0,915,1,3,0,6
42,1,1,0,1520,1,0,0,115,1,3,0,5
36,1,0,1,-140,1,0,2,222,2,3,0,5
75,5,0,0,852,0,0,0,341,1,3,0,6
38,1,2,1,578,1,0,2,112,2,3,0,5
40,1,1,0,0,1,0,2,64,2,3,0,5
38,7,2,1,2253,1,0,0,937,3,3,1,7
34,4,2,2,1171,1,0,0,129,1,3,0,5
29,9,2,2,452,1,0,0,59,1,3,0,5
28,0,1,1,-97,1,0,0,79,1,2,0,5
79,5,1,1,4738,0,0,1,151,5,3,0,6
51,0,0,1,467,1,0,2,83,1,3,0,5
32,8,2,2,0,0,0,0,101,5,1,0,6
36,4,1,2,495,0,0,0,157,3,2,1,2
38,2,1,1,157,0,1,0,57,11,1,0,4
49,6,1,1,358,1,1,2,176,3,3,0,3
42,7,1,1,292,1,0,0,222,3,3,0,5
43,1,1,0,7343,1,0,2,217,4,3,0,5
34,1,1,1,-563,1,0,2,252,1,3,0,5
59,5,2,1,351,1,0,2,1063,5,3,1,7
35,11,1,0,365,0,0,0,41,2,3,0,6
33,1,2,1,13494,1,0,2,27,25,3,0,5
34,0,2,1,846,1,0,0,758,2,3,0,5
64,5,1,1,1574,0,0,1,301,3,3,1,2
34,2,1,2,-28,1,0,0,574,1,3,0,5
77,5,1,2,0,0,0,0,847,1,2,1,2
57,5,1,0,2927,0,1,1,78,5,3,0,4
30,1,1,1,501,1,1,2,514,1,3,0,3
56,3,0,0,1238,0,0,2,1558,1,3,1,2
49,11,1,3,301,0,0,0,789,2,3,0,6
73,5,1,0,1388,0,0,0,146,3,2,0,6
39,9,2,1,102,1,0,0,272,2,3,0,5
57,9,0,0,13,1,0,0,323,2,0,0,5
32,6,1,1,413,1,0,0,712,2,3,0,5
32,9,2,2,4665,1,0,2,860,2,3,1,7
45,0,1,1,638,1,0,0,75,9,3,0,5
32,1,1,1,101,1,0,2,191,4,3,0,5
31,4,1,2,1224,1,1,0,1441,2,3,1,8
49,6,1,1,1103,0,0,0,428,2,3,0,6
29,7,1,1,3748,0,0,0,322,3,3,0,6
55,9,1,1,955,1,0,0,104,1,3,0,5
30,0,1,1,518,1,0,0,127,1,3,0,5
45,7,2,0,1893,1,0,2,1259,6,3,1,7
39,9,1,2,14,0,0,0,114,2,3,0,6
36,0,1,1,-423,1,1,2,106,1,3,0,3
33,4,1,2,3696,0,0,0,305,1,0,0,6
36,4,1,2,2987,1,0,0,307,1,3,1,7
31,9,2,1,433,0,0,0,1504,2,3,0,6
36,9,1,3,756,0,0,0,396,3,3,0,6
38,9,2,2,0,1,0,0,71,1,3,0,5
33,11,1,1,2727,0,0,0,205,3,3,0,6
40,9,1,1,93,1,0,2,134,2,3,0,5
31,1,1,1,1766,0,1,0,166,2,3,1,1
39,7,1,1,124,1,0,0,81,5,3,0,5
33,0,1,2,69,0,1,0,77,2,3,0,4
53,7,0,1,0,0,0,0,80,2,3,1,2
38,4,1,2,0,1,0,0,537,5,0,0,5
59,9,1,1,259,0,0,0,415,1,2,1,2
55,1,1,0,4103,0,0,0,291,1,3,0,6
38,9,2,2,744,1,0,0,283,1,1,0,5
48,7,1,1,116,1,0,1,70,4,3,0,5
53,1,1,1,70,1,0,2,611,2,3,0,5
44,0,0,1,432,0,0,0,132,3,3,0,6
57,4,1,2,1172,0,0,2,26,1,3,0,6
29,1,2,1,9,1,0,0,262,3,3,0,5
31,7,1,1,428,1,0,2,272,1,3,0,5
35,9,2,2,7546,1,0,0,137,1,0,0,5
31,1,1,0,620,0,0,0,95,1,3,0,6
35,6,1,2,8647,0,0,0,140,2,3,0,6
40,4,2,1,192,1,0,2,71,11,3,0,5
39,1,1,1,0,1,0,0,502,1,0,0,5
43,9,2,2,27733,1,0,2,164,7,3,0,5
44,2,1,0,276,1,1,2,219,1,3,0,3
29,9,2,1,113,0,0,0,328,2,2,1,2
40,9,1,1,782,1,0,2,224,2,3,0,5
33,2,1,0,82,1,0,0,63,2,3,0,5
46,4,1,2,1008,0,0,0,24,13,3,0,6
27,11,2,2,6421,0,0,1,147,4,3,0,6
26,0,2,1,443,0,0,0,84,3,3,0,6
41,9,1,1,351,1,0,0,175,1,3,0,5
34,9,1,2,5060,1,0,0,12,21,3,0,5
39,9,2,2,-41,0,1,0,40,15,3,0,4
27,7,2,1,-124,0,0,0,217,1,3,0,6
31,1,1,1,79,1,1,0,235,11,3,0,3
44,10,2,1,3945,0,0,0,255,1,3,0,6
55,5,1,2,197,0,1,0,256,1,3,0,4
51,1,0,0,837,0,0,1,41,2,3,0,6
50,4,1,2,-94,0,1,2,75,1,3,0,4
30,7,1,1,1743,1,0,0,192,4,3,0,5
46,9,1,1,57,0,0,2,796,1,3,1,2
49,0,1,1,635,0,0,0,220,3,3,0,6
56,5,1,1,-113,1,1,0,614,2,3,0,3
47,0,0,1,225,0,0,0,1126,4,3,1,2
30,0,1,1,124,0,0,1,161,2,3,0,6
36,2,2,1,475,0,0,0,141,3,3,0,6
40,4,1,2,-7,0,1,1,697,1,3,0,4
37,9,2,1,375,0,0,2,223,2,3,0,6
42,0,0,1,936,0,0,0,931,1,3,1,2
45,9,1,1,1415,1,0,0,483,1,0,0,5
34,10,2,1,0,0,0,0,63,2,3,0,6
27,0,2,1,3638,0,0,0,271,5,3,0,6
30,1,1,1,-99,1,0,0,144,5,3,0,5
32,9,1,1,167,1,1,0,79,3,3,0,3
46,3,1,0,19,1,0,1,171,1,3,0,5
29,6,1,2,242,1,0,0,73,4,3,0,5
53,11,1,3,13,0,0,1,69,1,3,0,6
32,9,1,1,286,0,0,0,60,1,0,0,6
49,10,1,1,769,1,0,2,257,1,3,0,5
35,4,1,2,93,0,0,0,198,2,1,0,6
38,1,1,1,1663,1,0,0,217,3,0,0,5
39,2,1,0,238,1,1,0,134,1,3,0,3
34,9,2,1,2178,1,0,0,41,1,3,0,5
42,1,1,0,792,1,1,0,611,2,1,0,3
35,1,2,3,871,1,0,2,216,3,3,0,5
60,0,1,1,1025,0,0,0,388,8,3,0,6
57,9,0,1,63,1,0,2,242,1,3,0,5
31,1,2,1,16,0,0,0,387,1,3,0,6
29,4,2,1,417,0,0,0,90,1,3,0,6
41,7,1,1,3992,1,0,1,281,2,3,0,5
46,1,1,0,2749,1,0,0,332,1,3,0,5
33,9,1,1,133,0,0,0,218,1,3,1,2
32,1,2,1,1721,1,0,2,650,2,3,0,5
54,4,0,2,2171,1,1,1,1034,1,3,1,8
37,7,1,1,4760,1,0,0,182,2,0,0,5
32,9,2,1,2979,0,0,0,156,1,3,0,6
43,4,1,2,690,1,0,0,171,3,3,0,5
50,1,0,1,203,1,0,1,265,1,1,0,5
34,1,1,1,322,1,0,0,10,3,3,0,5
31,0,0,1,1210,0,0,0,350,1,3,0,6
43,6,1,1,634,1,0,0,65,1,0,0,5
49,2,1,1,273,0,0,0,58,1,3,0,6
22,8,2,3,47,0,0,0,69,3,3,0,6
35,4,1,2,1100,0,1,0,127,2,3,0,4
56,0,1,1,0,1,0,1,154,2,3,0,5
53,1,1,1,0,0,0,1,36,4,3,0,6
54,2,1,2,1544,0,1,0,85,7,0,0,4
32,7,2,3,6145,1,0,0,362,1,0,0,5
41,6,1,1,28,1,0,0,49,1,3,0,5
40,1,1,1,1012,1,0,0,410,1,3,0,5
33,1,1,0,245,1,1,0,253,3,3,0,3
33,4,2,2,1998,0,0,0,570,1,3,0,6
34,1,1,1,3990,1,0,0,633,7,3,0,5
36,7,1,1,1328,1,0,2,82,4,3,0,5
34,2,1,2,412,1,1,0,164,1,3,0,3
55,4,1,0,229,0,1,2,175,3,3,0,4
28,8,2,2,1562,0,0,0,659,4,3,1,2
29,0,2,1,3432,1,0,0,139,2,3,0,5
31,0,2,1,144,1,0,2,43,11,3,0,5
52,4,1,2,1339,1,0,0,343,5,3,0,5
54,7,1,3,386,0,1,0,74,1,2,0,4
43,1,1,0,7727,1,0,2,302,8,3,0,5
55,2,1,1,204,0,0,0,455,13,3,0,6
28,1,0,3,101,1,0,2,126,4,3,0,5
45,10,0,1,728,1,1,0,107,1,3,0,3
45,2,1,0,2418,1,0,2,120,1,3,0,5
51,4,1,2,2934,1,0,0,727,4,3,0,5
42,9,2,1,0,1,0,2,275,4,3,0,5
43,11,2,3,181,0,0,1,41,1,3,0,6
34,4,1,2,176,0,0,0,61,4,3,0,6
36,1,1,0,49,1,0,0,232,2,1,0,5
37,1,1,1,2023,1,0,0,214,1,3,0,5
50,1,1,1,372,1,0,1,21,1,3,0,5
42,4,0,3,7702,0,0,0,138,2,3,1,2
34,1,2,0,464,1,0,0,173,1,1,0,5
48,4,1,1,117,1,0,0,635,1,3,0,5
47,0,1,1,104,1,1,0,77,2,3,0,3
40,4,1,2,1041,1,0,2,73,1,3,0,5
